Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"K Wang, Y Zhu, H Liu, T Zang, C Wang","Learning Aspect-aware High-order Representations from Ratings and Reviews for Recommendation",2022,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3532188","",11,"2022-06-21 20:50:26","","10.1145/3532188","","",,,,,0,0.00,0,5,1,"… graph neural network model to learn Aspect-aware Highorder … graph neural network to learn comprehensive high-order … • We present a graph neural network model, named AHOR, …","","https://scholar.google.com/scholar?q=related:DIj-b0d3NHsJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
2,"S Wu, H Fei, Y Ren, B Li, F Li…","High-order pair-wise aspect and opinion terms extraction with edge-enhanced syntactic graph convolution",2021,"IEEE/ACM Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9478183/","https://scholar.google.com/scholar?cites=15362875045198555757&as_sdt=2005&sciodt=2007&hl=en",12,"2022-06-21 20:50:26","","","","",,,,,2,2.00,0,6,1,"… -enhanced syntactic graph convolutional network (ESGCN) to … and a Triaffine scorer respectively for high-order scoring, fully … advance of the high-order pairing mechanism for the task. …","","https://scholar.google.com/scholar?q=related:berFJXXlM9UJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
159,"Z Zhang, P Cui, X Wang, J Pei, X Yao…","Arbitrary-order proximity preserved network embedding",2018,"… of the 24th ACM SIGKDD …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3219819.3219969","https://scholar.google.com/scholar?cites=7202166276663802703&as_sdt=2005&sciodt=2007&hl=en",13,"2022-06-21 20:50:26","","10.1145/3219819.3219969","","",,,,,159,39.75,27,6,4,"… the high-order proximity plays a key role in capturing the underlying structure of the network. … methods have been proposed to preserve the high-order proximities in network embedding. …","http://shichuan.org/hin/time/2018.KDD%202018%20Arbitrary-Order%20Proximity%20Preserved%20Network%20Embedding.pdf","https://scholar.google.com/scholar?q=related:T_vX5RE882MJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
8,"J Kwak, CH Lee, DY Eun","Exploiting the past to reduce delay in CSMA scheduling: A high-order Markov chain approach",2013,"ACM SIGMETRICS Performance Evaluation …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2494232.2465542","https://scholar.google.com/scholar?cites=16784954793627355767&as_sdt=2005&sciodt=2007&hl=en",14,"2022-06-21 20:50:26","","10.1145/2494232.2465542","","",,,,,8,0.89,3,3,9,"… NETWORK MODEL We consider a wireless network with a conflict graph G = (N, E) where N is the set of links (transmitter-receiver pair), and E is the set of edges which represents …","https://arxiv.org/pdf/1302.3250","https://scholar.google.com/scholar?q=related:dwomTXQj8OgJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
38,"S Uhlig","Non-stationarity and high-order scaling in TCP flow arrivals: a methodological analysis",2004,"ACM SIGCOMM Computer Communication Review","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/997150.997154","https://scholar.google.com/scholar?cites=3062592487843505350&as_sdt=2005&sciodt=2007&hl=en",15,"2022-06-21 20:50:26","","10.1145/997150.997154","","",,,,,38,2.11,38,1,18,"… of network traffic dynamics. In this paper, we focus on the process of the TCP flow arrivals per time interval and analyze its high-order … Then, we tackle its high-order scaling properties in …","https://www.researchgate.net/profile/Steve-Uhlig/publication/2885617_Non-stationarity_and_high-order_scaling_in_TCP_flow_arrivals/links/0fcfd512cd80688e67000000/Non-stationarity-and-high-order-scaling-in-TCP-flow-arrivals.pdf","https://scholar.google.com/scholar?q=related:xiSxMaSDgCoJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
11,"F Yu, Z Liu, Q Liu, H Zhang, S Wu, L Wang","Deep interaction machine: A simple but effective model for high-order feature interactions",2020,"… of the 29th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3340531.3412077","https://scholar.google.com/scholar?cites=13091111772044628594&as_sdt=2005&sciodt=2007&hl=en",16,"2022-06-21 20:50:26","","10.1145/3340531.3412077","","",,,,,11,5.50,2,6,2,"… In xDeepFM [5], paralleling with DNN, an interaction module called Compressed Interaction Network (CIN) is proposed. CIN seeks to model high-order feature interactions based on …","","https://scholar.google.com/scholar?q=related:cpKnB8z4rLUJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
6,"L Ma, J Ye, E Solomonik","Autohoot: Automatic high-order optimization for tensors",2020,"Proceedings of the ACM International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3410463.3414647","https://scholar.google.com/scholar?cites=13824015926950005328&as_sdt=2005&sciodt=2007&hl=en",17,"2022-06-21 20:50:26","","10.1145/3410463.3414647","","",,,,,6,3.00,2,3,2,"… network and tensor decomposition applications, there are many tensor contractions … high order (multidimensional) tensors with a large number of elements. Therefore, tensor network …","https://dl.acm.org/doi/pdf/10.1145/3410463.3414647","https://scholar.google.com/scholar?q=related:UIoyJz7F2L8J:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
17,"W Liu, R Tang, J Li, J Yu, H Guo, X He…","Field-aware probabilistic embedding neural network for ctr prediction",2018,"… of the 12th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3240323.3240396","https://scholar.google.com/scholar?cites=13186165962781524435&as_sdt=2005&sciodt=2007&hl=en",18,"2022-06-21 20:50:26","","10.1145/3240323.3240396","","",,,,,17,4.25,2,7,4,"… We deploy a neural network to learn highorder feature interactions, on the basis of feature … the input of a neural network. We use the standard fully connected neural network, where the …","https://www.researchgate.net/profile/Weiwen-Liu-2/publication/327950889_Field-aware_probabilistic_embedding_neural_network_for_CTR_prediction/links/5c7d0c2892851c6950527cd6/Field-aware-probabilistic-embedding-neural-network-for-CTR-prediction.pdf","https://scholar.google.com/scholar?q=related:04HwcBSs_rYJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
14,"T Cui, W Leng, H Liu, L Zhang, W Zheng","High-order numerical quadratures in a tetrahedron with an implicitly defined curved interface",2020,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3372144","https://scholar.google.com/scholar?cites=7610016864645588013&as_sdt=2005&sciodt=2007&hl=en",19,"2022-06-21 20:50:26","","10.1145/3372144","","",,,,,14,7.00,3,5,2,"… -domains, a general-purpose, robust, and high-order numerical algorithm is proposed in this article for … 3D high-order numerical algorithms involving implicit interfaces or boundaries. …","https://www.researchgate.net/profile/Weiying-Zheng/publication/340064559_High-order_Numerical_Quadratures_in_a_Tetrahedron_with_an_Implicitly_Defined_Curved_Interface/links/5ecbc321299bf1c09add4576/High-order-Numerical-Quadratures-in-a-Tetrahedron-with-an-Implicitly-Defined-Curved-Interface.pdf","https://scholar.google.com/scholar?q=related:LaTuzwQ2nGkJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
60,"X Wang, LT Yang, Y Wang, X Liu, Q Zhang…","A distributed tensor-train decomposition method for cyber-physical-social services",2019,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3323926","https://scholar.google.com/scholar?cites=16843482170642704559&as_sdt=2005&sciodt=2007&hl=en",20,"2022-06-21 20:50:26","","10.1145/3323926","","",,,,,60,20.00,10,6,3,"… aspects of our daily lives are of high-order and large-scale, which bring … network, is particularly well suited for representing and processing high-order data by decomposing a high-order …","","https://scholar.google.com/scholar?q=related:r6jIKcsRwOkJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
58,"D Zhou, S Zhang, MY Yildirim, S Alcorn…","A local algorithm for structure-preserving graph cut",2017,"… of the 23rd ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3097983.3098015","https://scholar.google.com/scholar?cites=5946758064926550159&as_sdt=2005&sciodt=2007&hl=en",21,"2022-06-21 20:50:26","","10.1145/3097983.3098015","","",,,,,58,11.60,12,5,5,"… user-specified high-order network structures and aim to … high-order network structures. In particular, we start with a generic definition of high-order conductance, and define the highorder …","https://dl.acm.org/doi/pdf/10.1145/3097983.3098015","https://scholar.google.com/scholar?q=related:j-gi6fMgh1IJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
3,"X Chen, J Yao, M Li, Y Zhang, Y Wang","Decoupled variational embedding for signed directed networks",2020,"ACM Transactions on the Web …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3408298","https://scholar.google.com/scholar?cites=1520134936920165640&as_sdt=2005&sciodt=2007&hl=en",22,"2022-06-21 20:50:26","","10.1145/3408298","","",,,,,3,1.50,1,5,2,"… Recent studies mainly focus on preserving the first-order network … high-order topology that indicates the local structures of nodes and serves as an essential characteristic of the network …","https://arxiv.org/pdf/2008.12450","https://scholar.google.com/scholar?q=related:CI3JzauaGBUJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
4,"J Zhu, Y Wei, Y Feng, X Zhao, Y Gao","Physiological signals-based emotion recognition via high-order correlation learning",2019,"ACM Transactions on Multimedia …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3332374","https://scholar.google.com/scholar?cites=8364064658335578183&as_sdt=2005&sciodt=2007&hl=en",23,"2022-06-21 20:50:26","","10.1145/3332374","","",,,,,4,1.33,1,5,3,"… We put forward a multi-hypergraph neural network framework to learn data representation for emotion recognition and the model could learn the latent correlations in high-order data …","","https://scholar.google.com/scholar?q=related:R7h99n0gE3QJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
15,"L Gong, X Feng, D Ye, H Li, R Wu, J Tao…","Optmatch: Optimized matchmaking via modeling the high-order interactions on the arena",2020,"… of the 26th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3394486.3403279","https://scholar.google.com/scholar?cites=751244022629528296&as_sdt=2005&sciodt=2007&hl=en",24,"2022-06-21 20:50:26","","10.1145/3394486.3403279","","",,,,,15,7.50,2,7,2,"… the low-dimensional representations of individuals by capturing the high-order inter-personal interactions, and (2) a neural network to incorporate the team-up effect and predict the …","https://linxiagong.github.io/myPapers/KDD2020_OptMatch.pdf","https://scholar.google.com/scholar?q=related:6PJ3VHX0bAoJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
3,"H Wu, MK Ng","Hypergraph Convolution on Nodes-Hyperedges Network for Semi-Supervised Node Classification",2022,"ACM Transactions on Knowledge Discovery from Data …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3494567","https://scholar.google.com/scholar?cites=17519755144714139452&as_sdt=2005&sciodt=2007&hl=en",25,"2022-06-21 20:50:26","","10.1145/3494567","","",,,,,3,3.00,2,2,1,"… al. proposed representing the high-order relationship using the … Particularly, hypergraphs can model complex high-order … in representing complex high-order relations, hypergraph …","https://dl.acm.org/doi/pdf/10.1145/3494567","https://scholar.google.com/scholar?q=related:PDeCAHusIvMJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
7,"MG Epitropakis, MN Vrahatis","Root finding and approximation approaches through neural networks",2005,"ACM SIGSAM Bulletin","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1140378.1140382","https://scholar.google.com/scholar?cites=10720335457912368327&as_sdt=2005&sciodt=2007&hl=en",26,"2022-06-21 20:50:26","","10.1145/1140378.1140382","","",,,,,7,0.41,4,2,17,"… In this paper, we propose two approaches to approximate high order multivariate … neural network based technique, to estimate the number of roots of a high order univariate polynomial. …","https://www.epitropakis.co.uk/sites/default/files/pubs/EpitropakisV05_ACM_SIGSAM.pdf","https://scholar.google.com/scholar?q=related:xyzk2UxIxpQJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
20,"J Feng, LT Yang, R Zhang","Practical privacy-preserving high-order bi-lanczos in integrated edge-fog-cloud architecture for cyber-physical-social systems",2019,"ACM Transactions on Internet Technology …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3230641","https://scholar.google.com/scholar?cites=11256160741998989950&as_sdt=2005&sciodt=2007&hl=en",27,"2022-06-21 20:50:26","","10.1145/3230641","","",,,,,20,6.67,7,3,3,"… Fog computing can reduce the transmission load of network and support geographically … high-order data. Tensors are emerging and versatile tools naturally modeling high-order data […","","https://scholar.google.com/scholar?q=related:fhKMoY7qNZwJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
72,"X Li, M Jiang, H Hong, L Liao","A time-aware personalized point-of-interest recommendation via high-order tensor factorization",2017,"ACM Transactions on Information …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3057283","https://scholar.google.com/scholar?cites=2409479616784623814&as_sdt=2005&sciodt=2007&hl=en",28,"2022-06-21 20:50:26","","10.1145/3057283","","",,,,,72,14.40,18,4,5,"… Bayesian network is used to evaluate the matching between user profiles (area, age, income, etc.) and restaurant profiles (price, cuisine, etc.), and then the system recommends …","","https://scholar.google.com/scholar?q=related:xuj9C_IwcCEJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
1,"T Hiraoka, S Takase, K Uchiumi, A Keyaki…","Recurrent Neural Hidden Markov Model for High-order Transition",2021,"Transactions on Asian …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3476511","https://scholar.google.com/scholar?cites=9926306440931251959&as_sdt=2005&sciodt=2007&hl=en",29,"2022-06-21 20:50:26","","10.1145/3476511","","",,,,,1,1.00,0,5,1,"… We expect that such highorder relation helps a model to capture latent states more … t, to capture the high-order relations implicitly. In addition, we apply a recurrent neural network (RNN) …","","https://scholar.google.com/scholar?q=related:9xZhvx1TwYkJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
34,"Q Zhang, H Zhong, LT Yang, Z Chen, F Bu","PPHOCFS: Privacy preserving high-order CFS algorithm on the cloud for clustering multimedia data",2016,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2886779","https://scholar.google.com/scholar?cites=18179617903981577942&as_sdt=2005&sciodt=2007&hl=en",30,"2022-06-21 20:50:26","","10.1145/2886779","","",,,,,34,5.67,7,5,6,"… In this article, we propose a high-order clustering algorithm by fast search and find of density peaks (HOCFS) by extending the traditional clustering scheme by fast search and find of …","","https://scholar.google.com/scholar?q=related:1kYn9yn6SvwJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
38,"J Kwak, CH Lee","A high-order Markov-chain-based scheduling algorithm for low delay in CSMA networks",2015,"IEEE/ACM Transactions on Networking","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7208907/","https://scholar.google.com/scholar?cites=1173949743472590822&as_sdt=2005&sciodt=2007&hl=en",31,"2022-06-21 20:50:26","","","","",,,,,38,5.43,19,2,7,"… In Section II, we present our network model and the Glauber … We then construct a class of high-order Markov chains (of … a various network scenarios, and we conclude in Section VII. …","","https://scholar.google.com/scholar?q=related:5j_YYxK1ShAJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
12,"J Sun","Incremental pattern discovery on streams, graphs and tensors",2008,"ACM SIGKDD Explorations Newsletter","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1540276.1540284","https://scholar.google.com/scholar?cites=12128781298379422031&as_sdt=2005&sciodt=2007&hl=en",32,"2022-06-21 20:50:26","","10.1145/1540276.1540284","","",,,,,12,0.86,12,1,14,"… TS for multi-arrays (Internet communication network, source-destination-port). Second, … high-order TS. All the techniques are extensively evaluated for real applications such as network …","http://ra.adm.cs.cmu.edu/anon/home/anon/usr0/ftp/2007/CMU-CS-07-149.pdf","https://scholar.google.com/scholar?q=related:T3lOcFQWUqgJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
0,"L Huang, Y Ma, Y Liu, BD Du, S Wang…","Position-enhanced and Time-aware Graph Convolutional Network for Sequential Recommendations",2021,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3511700","",33,"2022-06-21 20:50:26","","10.1145/3511700","","",,,,,0,0.00,0,6,1,"… In this study, we use the concept of node flow to characterize the high-order connectivity between nodes in a bipartite graph. The high-order connectivity can be easily realized in …","https://arxiv.org/pdf/2107.05235","https://scholar.google.com/scholar?q=related:SY1ly2LK9S4J:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
82,"T Nakashika, T Takiguchi, Y Ariki","Voice conversion using RNN pre-trained by recurrent temporal restricted Boltzmann machines",2014,"… /ACM Transactions on Audio …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6980455/","https://scholar.google.com/scholar?cites=15087342650023174364&as_sdt=2005&sciodt=2007&hl=en",34,"2022-06-21 20:50:26","","","","",,,,,82,10.25,27,3,8,"… We trained the network-based methods with a learning rate of 0.01 and momentum of 0.9, … The reason for the improvement is attributable to the fact that our time-dependent high-order …","https://ieeexplore.ieee.org/iel7/6570655/6633080/06980455.pdf","https://scholar.google.com/scholar?q=related:3GA7OzQCYdEJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
313,"J Sun, D Tao, S Papadimitriou, PS Yu…","Incremental tensor analysis: Theory and applications",2008,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1409620.1409621","https://scholar.google.com/scholar?cites=5644775758257650882&as_sdt=2005&sciodt=2007&hl=en",35,"2022-06-21 20:50:26","","10.1145/1409620.1409621","","",,,,,313,22.36,63,5,14,"… efficiently computes a compact summary for high-order and high-dimensional data, and also … the network-monitoring example as shown in Figure 1. Here we have network flows arriving …","","https://scholar.google.com/scholar?q=related:wvyuE6VFVk4J:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
21,"W Deng, J Pan, T Zhou, D Kong, A Flores…","DeepLight: Deep lightweight feature interactions for accelerating CTR predictions in ad serving",2021,"… of the 14th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3437963.3441727","https://scholar.google.com/scholar?cites=17846122944691079395&as_sdt=2005&sciodt=2007&hl=en",36,"2022-06-21 20:50:26","","10.1145/3437963.3441727","","",,,,,21,21.00,4,6,1,"… interactions and a DNN component for powerful high-order interaction modeling. In particular, Wide & Deep [4] proposed to train a joint network that combines a linear model and a DNN …","https://dl.acm.org/doi/pdf/10.1145/3437963.3441727","https://scholar.google.com/scholar?q=related:44hC8EMqqvcJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
1,"Y Gao, LT Yang, D Zheng, J Yang, Y Zhao","Quantized tensor neural network",2022,"ACM/IMS Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3491255","https://scholar.google.com/scholar?cites=12223565437050825480&as_sdt=2005&sciodt=2007&hl=en",37,"2022-06-21 20:50:26","","10.1145/3491255","","",,,,,1,1.00,0,5,1,"… Then, the high-order tensors containing local information are further input into a multi-layer … network for feature learning and classification. Moreover, we also develop a high-order error …","https://dl.acm.org/doi/full/10.1145/3491255","https://scholar.google.com/scholar?q=related:CCsodADUoqkJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
