"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Modeling Social Contagion and Information Diffusion in Complex Socio-Technical Systems","M. Muhlmeyer; S. Agarwal; J. Huang","Sabre Engineering Consulting, Los Angeles, CA, USA; University of Central Florida, Orlando, FL, USA; University of Central Florida, Orlando, FL, USA","IEEE Systems Journal","24 Nov 2020","2020","14","4","5187","5198","The rise of technology and social media has altered the human cognition, and we must rethink our approach toward information dissemination systems when dealing with topics such as social campaigns, advertising, false news outbreak, and more. In this article, we start by providing an overview of classical information spread dynamics using various macroscopic models, including the famous Maki-Thompson model. Building on these, we propose and design context-aware modeling frameworks capable of capturing specific scenarios in online social media information spread. We propose four context-aware macroscopic models capable of capturing the dynamics of information diffusion for a specific context. We also present stochastic versions of these models. Case studies using real Twitter data, along with an algorithm to construct ignorant-spreader-recovered (ISR) groups are presented to validate the proposed models.","1937-9234","","10.1109/JSYST.2020.2993542","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9099967","Context-aware modeling;fake news;information propagation on social media;socio-technical systems;viral internet debates","Mathematical model;Sociology;Statistics;Context modeling;Data models;Twitter","information dissemination;network theory (graphs);social networking (online);stochastic processes","classical information spread dynamics;famous Maki-Thompson model;context-aware modeling frameworks;online social media information spread;context-aware macroscopic models;information diffusion;modeling social contagion;complex socio-technical systems;human cognition;information dissemination systems;social campaigns;false news outbreak;ignorant-spreader-recovered groups;ISR","","3","","44","IEEE","26 May 2020","","","IEEE","IEEE Journals"
"Interaction-based HPC modeling of social, biological, and economic contagions over large networks","K. Bisset; J. Chen; C. J. Kuhlman; V. S. A. Kumar; M. V. Marathe","Network Dynamics & Simulation Science Laboratory, Virginia Bioinformatics Institute, Virginia Tech, Blacksburg, 24061, USA; Network Dynamics & Simulation Science Laboratory, Virginia Bioinformatics Institute, Virginia Tech, Blacksburg, 24061, USA; Network Dynamics & Simulation Science Laboratory, Virginia Bioinformatics Institute, Virginia Tech, Blacksburg, 24061, USA; Network Dynamics & Simulation Science Laboratory, Virginia Bioinformatics Institute, Virginia Tech, Blacksburg, 24061, USA; Network Dynamics & Simulation Science Laboratory, Virginia Bioinformatics Institute, Virginia Tech, Blacksburg, 24061, USA","Proceedings of the 2011 Winter Simulation Conference (WSC)","9 Feb 2012","2011","","","2933","2947","Modeling large-scale stochastic systems of heterogeneous individuals and their interactions, where multiple behaviors and contagions co-evolve with multiple interaction networks, requires high performance computing and agent-based simulations. We present graph dynamical systems as a formalism to reason about network dynamics and list phenomena from several application domains that have been modeled as graph dynamical systems to demonstrate its wide-ranging applicability. We describe and contrast three tools developed in our laboratory that use this formalism to model these systems. Beyond evaluating system dynamics, we are interested in understanding how to control contagion processes using resources both endogenous and exogenous to the system being investigated to support public policy decision-making. We address control methods, such as interventions, and provide illustrative simulation results.","1558-4305","978-1-4577-2109-0","10.1109/WSC.2011.6147996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6147996","","Computational modeling;Biological system modeling;Peer to peer computing;Diseases;Stochastic processes;Economics;Physics","biology computing;economics;graph theory;interactive programming;large-scale systems;object-oriented programming;simulation;social sciences;stochastic systems","interaction-based HPC modeling;social contagions;biological contagions;economic contagions;large-scale stochastic systems;multiple interaction networks;agent-based simulations;graph dynamical systems","","6","","66","","9 Feb 2012","","","IEEE","IEEE Conferences"
"Multiple evidence fusion based information diffusion model for social network","Y. Wang; J. Li; X. Chen; W. Huang","Department of Electronic, Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China 200240; Department of Electronic, Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China 200240; Department of Electronic, Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China 200240; Department of Electronic, Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China 200240","9th International Conference on Communications and Networking in China","5 Mar 2015","2014","","","102","105","Study on diffusion behaviors, such as contagion of virus, adoption of production, and information propagation, is one of the hottest topics of social network research. The conventional models usually focus on a particular factor that influences the contagion process. A novel model of diffusion based on multiple behavior evidence fusion is proposed on the analysis of prevalent social network data set, which can simulate the information propagation process with the fitting goodness of 0.79. In this model, impact factors, i.e. the influence between neighborhood, and the activity of user, are taken into account together and fused into combined evidence mass function, which can be used to infer users' forwarding behavior by D-S theory reasoning. Series of experiments tested on the published Enron email data set show that the multiple evidence fusion based diffusion model (MEFDM) is reasonable and feasible in demonstrating the cascading of information in the social network.","","978-1-4799-5970-9","10.1109/CHINACOM.2014.7054267","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7054267","social network;information diffusion;D-S evidence reasoning;evidence fusion","Social network services;Electronic mail;Data models;Cognition;Fitting;Computational modeling;Integrated circuit modeling","inference mechanisms;sensor fusion;social networking (online)","information diffusion model;social network;multiple behavior evidence fusion;information propagation process;impact factors;evidence mass function;D-S theory reasoning;Enron email data set;multiple evidence fusion based diffusion model;MEFDM","","1","","14","","5 Mar 2015","","","IEEE","IEEE Conferences"
"Discovering the Hidden Structure of a Social Network: A Semi Supervised Approach","N. Foroutan; A. Hamzeh","Department of Computer Science and Engineering & IT, Shiraz University, Shiraz, Iran; Department of Computer Science and Engineering & IT, Shiraz University, Shiraz, Iran","IEEE Transactions on Computational Social Systems","6 Mar 2017","2017","4","1","14","25","Contagions such as information, rumors, infectious diseases, actions, and influence diffuse as cascades in large networks. Each contagion appears in some node and spreads through the nodes over the underlying network. In most cases, the network structure is hidden and we can only observe the times at which nodes are infected by contagions. So, inferring network structures and analyzing information diffusion processes are required in various domains. The vast majority of existing methods are parametric with the assumption that the diffusion patterns of contagions follow a particular distribution. In this paper, we propose a nonparametric method to infer the network topology, regardless of the contagion propagation model. We consider a static network and a set of given observed cascades, then, we try to infer not only the edges of the network; but also their strengths. First, we model the diffusion network as a Markov decision process (MDP), where the transition probabilities are assumed as pairwise transmission rates between the nodes. Later, a reinforcement learning paradigm is employed to solve this MDP. As compared to other methods, we do not make any assumption about the information diffusion pattern in our method; making it more general purpose. Experimental results on both synthetic and real datasets show that our method outperforms several state-of-the-art methods for different types of network structures and propagation models.","2329-924X","","10.1109/TCSS.2017.2668843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7869356","Diffusion cascades;inferring network structure;information diffusion;Markov decision process (MDP);reinforcement learning (RL);social network","Social network services;Diffusion processes;Computational modeling;Markov processes;Blogs;Periodic structures;Optimization","graph theory;learning (artificial intelligence);Markov processes;network theory (graphs);probability;social networking (online)","social network structure;semisupervised approach;contagion diffusion pattern;nonparametric method;network topology;static network;observed cascade;diffusion network modelling;Markov decision process;MDP;transition probability;reinforcement learning","","7","","32","IEEE","2 Mar 2017","","","IEEE","IEEE Journals"
"Timing Matters: Influence Maximization in Social Networks Through Scheduled Seeding","D. Goldenberg; A. Sela; E. Shmueli","Department of Industrial Engineering, Tel-Aviv University, Tel-Aviv, Israel; Department of Industrial Engineering, Tel-Aviv University, Tel-Aviv, Israel; Department of Industrial Engineering, Tel-Aviv University, Tel-Aviv, Israel","IEEE Transactions on Computational Social Systems","12 Sep 2018","2018","5","3","621","638","One highly studied topic in the field of social networks is the search for influential nodes that, when seeded (i.e., activated intentionally), may further activate a large portion of the network through a viral contagion process. Indeed, various mathematical models were proposed in the literature to characterize the dynamics of such diffusion processes, and different solutions were suggested for maximizing influence under such models. However, most of these solutions focused on selecting a set of nodes to be seeded at the initial phase of the diffusion process. This paper suggests a scheduled seeding approach that aims at finding not only the best set of nodes to be seeded but also the right timing to perform these seedings. More specifically, we identify three different properties of existing contagion models that can be utilized by a scheduled approach to improve the total number of activated nodes: 1) stochastic dynamics; 2) diminishing social effect; and 3) state-dependent seeding. By analyzing each of these properties separately, we demonstrate the advantages of the scheduled seeding approach over the traditional initial seeding approach, both by theoretical and empirical evaluation. Our analysis presents an improvement of 10%-70% in the final number of infected nodes when using the scheduled seeding approach. Our findings have the potential to open up a new area of research, focusing on finding the right timing for seeding actions, thereby helping both in improving our understanding of information diffusion dynamics and in devising better strategies for influence maximization.","2329-924X","","10.1109/TCSS.2018.2852742","Kamin Grant of the Israeli Chief Scientist(grant numbers:58073); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424548","Influence maximization;scheduling;social networks","Social network services;Mathematical model;Timing;Diseases;Dynamic scheduling;Stochastic processes;Focusing","network theory (graphs);optimisation;scheduling;set theory;social networking (online);stochastic processes","influence maximization;social networks;influential nodes;viral contagion process;diffusion process;scheduled seeding approach;activated nodes;infected nodes;seeding actions;mathematical models;stochastic dynamics;empirical evaluation;information diffusion dynamics","","17","","57","IEEE","2 Aug 2018","","","IEEE","IEEE Journals"
"Information Adoption via Repeated or Diversified Social Influence on Twitter","J. F. de Oliveira; H. T. Marques-Neto; M. Karsai","Univ Lyon, ENS de Lyon, Inria, CNRS, UCB Lyon 1, LIP UMR 5668, IXXI,Lyon,France,F-69342; PUC Minas,Department of Computer Science,Belo Horizonte,Brazil; Univ Lyon, ENS de Lyon, Inria, CNRS, UCB Lyon 1, LIP UMR 5668, IXXI,Lyon,France,F-69342","2020 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM)","24 Mar 2021","2020","","","237","241","Influence arriving via social ties may be relevant for a person to decide to buy a new product, share information, or to adopt a new behaviour. However, quantifying social influence is a difficult task, even in online social systems where the interactions and communication content can be closely followed. Here we study the information susceptibility and adoption thresholds of users on Twitter. We consider hashtag and retweet adoptions on different aggregation levels: items, users, and topic groups, and study these adoption mechanisms characterized by diversified or repeated influence stimuli. We find both metrics to be heterogeneously distributed, correlated, and dependent on the topics and aggregation level of social influence. We show that users adopt retweets easier than hashtags, and find that new influencing neighbors can effectively trigger adoptions. Our results may inform better models of adoption processes leading to a deeper empirical understanding of simple and complex contagion.","2473-991X","978-1-7281-1056-1","10.1109/ASONAM49781.2020.9381365","CAPES(grant numbers:PPM-00253-18); ANR(grant numbers:ANR-19-CE46-0008,ANR-15-CE38-0011,H2020-871042); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9381365","Social Influence;Susceptibility;Adoption Threshold","Measurement;Correlation;Social networking (online);Blogs;Predictive models;Lead;Task analysis","social networking (online)","social ties;share information;social influence;online social systems;information susceptibility;adoption thresholds;Twitter;topic groups;adoption mechanisms;diversified repeated influence stimuli;aggregation level;influencing neighbors;information adoption;diversified social influence","","1","","27","","24 Mar 2021","","","IEEE","IEEE Conferences"
"Social Bubbles and Superspreaders: Source Identification for Contagion Processes on Hypertrees","S. Spencer; L. R. Varshney","University of Illinois at Urbana-Champaign,Coordinated Science Laboratory and Department of Electrical and Computer Engineering,Urbana,IL,USA,61801; University of Illinois at Urbana-Champaign,Coordinated Science Laboratory and Department of Electrical and Computer Engineering,Urbana,IL,USA,61801","2021 IEEE Statistical Signal Processing Workshop (SSP)","19 Aug 2021","2021","","","471","475","Previous work shows that for contagions on extended star networks, there is a simple, closed-form expression for a highly accurate approximation to the maximum likelihood infection source. Here, we generalize that result to a class of hypertrees which, although somewhat structurally analogous, provides a much richer representation space. This approach can be used to estimate patient zero sources, even when the infection has been propagated via large group gatherings rather than person-to-person spread, and when it is spreading through interrelated social bubbles with varying degrees of overlap. In contact tracing contexts, this estimator may be used to identify the source of a local outbreak, which can then be used for forward tracing or further backward tracing.","2693-3551","978-1-7281-5767-2","10.1109/SSP49050.2021.9513748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9513748","Infection source identification;SI model;hypergraph;maximum likelihood;contagion;superspreader","COVID-19;Maximum likelihood estimation;Closed-form solutions;Conferences;Signal processing;Robustness","approximation theory;diseases;epidemics;maximum likelihood estimation;network theory (graphs);social network theory;trees (mathematics)","maximum likelihood infection source;hypertrees;richer representation space;patient zero sources;group gatherings;person-to-person spread;interrelated social bubbles;contact tracing contexts;superspreaders;source identification;contagion processes;star networks;closed-form expression;highly accurate approximation","","","","22","","19 Aug 2021","","","IEEE","IEEE Conferences"
"Impact of clustering on diffusions and contagions in random networks","E. Coupechoux; M. Lelarge","INRIA - ENS, France; INRIA - ENS, France","International Conference on NETwork Games, Control and Optimization (NetGCooP 2011)","15 Dec 2011","2011","","","1","7","Motivated by the analysis of social networks, we study a model of network that has both a tunable degree distribution and a tunable clustering coefficient. We compute the asymptotic (as the size of the population tends to infinity) for the number of acquaintances and the clustering for this model. We analyze a contagion model with threshold effects and obtain conditions for the existence of a large cascade. We also analyze a diffusion process with a given probability of contagion. In both cases, we characterize conditions under which a global cascade is possible.","","978-1-4673-0384-2","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6103883","Contagion threshold;diffusion;Random graphs;clustering","Computational modeling;Probability distribution;Analytical models;Switches;Correlation;Random variables;Social network services","graph theory;network theory (graphs);pattern clustering;probability;social sciences","random networks;social network analysis;tunable degree distribution;tunable clustering coefficient;contagion model;threshold effects","","1","","18","","15 Dec 2011","","","IEEE","IEEE Conferences"
"User behavior prediction: A combined model of topic level influence and contagion interaction","P. Wang; Q. Deng","Shanghai Jiaotong University, China; Shanghai Jiaotong University, China","2014 20th IEEE International Conference on Parallel and Distributed Systems (ICPADS)","30 Apr 2015","2014","","","851","852","People post, share and adopt short text/multimedia messages in OSNs every day. Understanding and being able to predict user behaviors in OSNs can be helpful for several areas such as viral marketing and advertisement. In this paper we propose a probabilistic model which combines the impacts from message interactions and topic level social influence to predict the user behavior of adopting contagions. Using two datasets: a collected Weibo data and a DBLP citation network, we testify that the combined model could predict user behavior more accurately.","1521-9097","978-1-4799-7615-7","10.1109/PADSW.2014.7097895","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7097895","","Predictive models;Data models;Multimedia communication;Probabilistic logic;Mathematical model;Bayes methods;Computational modeling","electronic messaging;human factors;multimedia computing;probability;social networking (online)","user behavior prediction;contagion interaction;short text messages;multimedia messages;OSNs;viral marketing;advertisement;probabilistic model;message interactions;topic level social influence;Weibo data;DBLP citation network","","2","","4","","30 Apr 2015","","","IEEE","IEEE Conferences"
"Software analytics study of Open-Source system survivability through social contagion","J. F. Low; T. Yathog; D. Svetinovic","Institute Center for Smart and Sustainable Systems, Department of Electrical Engineering and Computer Science, Masdar Institute of Science and Technology, Abu Dhabi, United Arab Emirates; Institute Center for Smart and Sustainable Systems, Department of Electrical Engineering and Computer Science, Masdar Institute of Science and Technology, Abu Dhabi, United Arab Emirates; Institute Center for Smart and Sustainable Systems, Department of Electrical Engineering and Computer Science, Masdar Institute of Science and Technology, Abu Dhabi, United Arab Emirates","2015 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)","21 Jan 2016","2015","","","1213","1217","Free, Libre and Open Source Software (FLOSS) development has grown in prominence in recent years as the software development approach of choice. However, the factors responsible for maintaining development interest in them are still poorly understood, as FLOSS projects differ significantly from traditional for-profit closed-source software development. To address that knowledge gap, we have analyzed data from GitHub, an open source code repository which provides extensive records on a multitude of collaborative software engineering projects. Using machine learning algorithms, we sought out patterns in the data that might help us understand how projects survive. Our findings suggest that the impressions propagated by the users of software projects to other users strongly influence the projects' survival, as one would expect in a social contagion model.","","978-1-4673-8066-9","10.1109/IEEM.2015.7385840","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385840","software project survival;social contagion","Open source software;Measurement;Metadata;Correlation;Collaborative software;Machine learning algorithms","groupware;learning (artificial intelligence);public domain software;software maintenance","software analytics study;open-source system survivability;social contagion;free-libre-and-open source software;FLOSS development;software development approach;GitHub;open source code repository;collaborative software engineering project;machine learning","","3","","25","","21 Jan 2016","","","IEEE","IEEE Conferences"
"Wisdom of the Crowd: Incorporating Social Influence in Recommendation Models","S. Shang; P. Hui; S. R. Kulkarni; P. W. Cuff","Dept. of Electr. Eng., Princeton Univ., Princeton, NJ, USA; Deutsche Telekom Labs., Berlin, Germany; Dept. of Electr. Eng., Princeton Univ., Princeton, NJ, USA; Dept. of Electr. Eng., Princeton Univ., Princeton, NJ, USA","2011 IEEE 17th International Conference on Parallel and Distributed Systems","2 Jan 2012","2011","","","835","840","Recommendation systems have received considerable attention recently. However, most research has been focused on improving the performance of collaborative filtering (CF) techniques. Social networks, indispensably, provide us extra information on people's preferences, and should be considered and deployed to improve the quality of recommendations. In this paper, we propose two recommendation models, for individuals and for groups respectively, based on social contagion and social influence network theory. In the recommendation model for individuals, we improve the result of collaborative filtering prediction with social contagion outcome, which simulates the result of information cascade in the decision-making process. In the recommendation model for groups, we apply social influence network theory to take interpersonal influence into account to form a settled pattern of disagreement, and then aggregate opinions of group members. By introducing the concept of susceptibility and interpersonal influence, the settled rating results are flexible, and inclined to members whose ratings are ""essential"".","1521-9097","978-0-7695-4576-9","10.1109/ICPADS.2011.150","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6121365","recommendation model;social influence;collaborative filtering","Social network services;Mathematical model;Collaboration;Equations;Motion pictures;Games;Vectors","collaborative filtering;decision making;recommender systems;social sciences computing","recommendation system;collaborative filtering;social network;recommendation model;social contagion;social influence;information cascade;decision-making process;network theory;interpersonal influence","","20","","20","","2 Jan 2012","","","IEEE","IEEE Conferences"
"Multistage Complex Contagions in Random Multiplex Networks","Y. Zhuang; O. Yağan","Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA","IEEE Transactions on Control of Network Systems","18 Mar 2020","2020","7","1","410","421","Complex contagion models have been developed to understand a wide range of social phenomena, such as adoption of cultural fads, the diffusion of belief, norms, and innovations in social networks, and the rise of collective action to join a riot. Most existing works focus on contagions where individuals' states are represented by binary variables, and propagation takes place over a single isolated network. However, characterization of an individual's standing on a given matter as a binary state might be overly simplistic as most of our opinions, feelings, and perceptions vary over more than two states. Also, most real-world contagions take place over multiple networks (e.g., Twitter and Facebook) or involve multiplex networks where individuals engage in different types of relationships (e.g., acquaintance, coworker, family, etc.). To this end, this paper studies multistage complex contagions that take place over multilayer or multiplex networks. Under a linear threshold based contagion model, we first give analytic results for the expected size of global cascades, that is, cases where a randomly chosen node can initiate a propagation that eventually reaches a positive fraction of the whole population. Next, we analytically derive the probability of triggering global cascades. Then, analytic results are confirmed and supported by an extensive numerical study. In addition, we demonstrate how the dynamics of complex contagions is affected by the extra weight exerted by hyperactive nodes and by the structural properties of the networks. In particular, we reveal an interesting connection between the assortativity of a network and the impact of hyperactive nodes on the cascade size.","2325-5870","","10.1109/TCNS.2019.2923388","National Foundation(grant numbers:CCF-1813637); Army Research Office(grant numbers:W911NF-17-1-0587); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8737745","Complex networks;computational modeling;communication networks;facebook;network topology;numerical models;sociology","Multiplexing;Facebook;Analytical models;Color;Control systems;Twitter","complex networks;network theory (graphs);probability;random processes;social network theory","hyperactive nodes;probability;multistage complex contagions;random multiplex networks;linear threshold based contagion model;single isolated network;social networks;social phenomena","","3","","33","IEEE","17 Jun 2019","","","IEEE","IEEE Journals"
"Traditional and Deep Learning Approaches to Information and Influence Propagation in Social Networks","S. Cuomo; G. Colecchia; F. Piccialli; F. Maiorano","Univ. of Naples Federico II, Naples, Italy; Univ. of Naples Federico II, Naples, Italy; Univ. of Naples Federico II, Naples, Italy; Univ. of Naples Federico II, Naples, Italy","2018 14th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS)","6 May 2019","2018","","","480","484","Social network analysis is an interdisciplinary topic attracting researchers from biology, economics, psychology, and machine learning. It has attracted interests from both the research and business communities for a strong potential and variety of applications. Also, this interest has been fueled by the large success of online social networking sites and the subsequent abundance of social network data produced. An important aspect in this research field is influence maximization in social networks. The goal is to find a set of individuals to be targeted, with the aim to drive social contagion and generate a diffusion cascade. We provide here an overview of the models and approaches used to analyze interaction networks. The challenges this problem introduces are recently being tackled using Deep Learning approaches such as Recurrent Neural Networks (RNNs) which are particularly suited to model sequence inputs.","","978-1-5386-9385-8","10.1109/SITIS.2018.00079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8706149","Social Netowork;Influnce Propagation;Deep Learning","Social networking (online);Integrated circuit modeling;Diffusion processes;Data mining;Deep learning;Technological innovation","data mining;learning (artificial intelligence);recurrent neural nets;social networking (online)","influence propagation;social network analysis;online social networking sites;social network data;influence maximization;social contagion;recurrent neural networks;deep learning;information propagation","","2","","22","","6 May 2019","","","IEEE","IEEE Conferences"
"Crowd Behavior Evolution With Emotional Contagion in Political Rallies","P. Lv; Z. Zhang; C. Li; Y. Guo; B. Zhou; M. Xu","Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China; Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China; Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China; Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China; Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China; Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China","IEEE Transactions on Computational Social Systems","31 Mar 2019","2019","6","2","377","386","In this paper, we present a novel crowd behavior evolution method with emotional contagion in political rallies. We first analyze the most representative political rally scenes in detail and model them into two kinds of abstract scenario. Furthermore, the “extroversion” and “empathy” factors from the OCEAN model are chosen to describe the most important individual personalities in such scenarios. Based on this, an improved emotional contagion model is proposed by combining the Susceptible-Infected-Recovered model and individual personality under different political viewpoints. Finally, the crowd in a political rally is driven to move according to the new potential moving direction generated by emotional contagion and the original direction of the individual together. The experiments show that our method can intuitively demonstrate the emotional changes of those individuals with different political perspectives and reasonably simulate the crowd movement under the political rally scenes.","2329-924X","","10.1109/TCSS.2018.2878461","National Key R&D Program of China(grant numbers:2017YFC0804401); National Natural Science Foundation of China(grant numbers:61772474,61672469,61502433,61822701); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8536474","Crowd simulation;emotional contagion;personality model;political rallies","Computational modeling;Force;Analytical models;Sociology;Statistics;Adaptation models;Oceans","behavioural sciences computing;diseases;emotion recognition;politics;social networking (online)","emotional changes;crowd movement;crowd behavior evolution method;representative political rally scenes;abstract scenario;extroversion;empathy factors;OCEAN model;improved emotional contagion model;political perspectives;susceptible-infected-recovered model;individual personalities","","26","","25","IEEE","15 Nov 2018","","","IEEE","IEEE Journals"
"An architecture for collecting longitudinal social data","J. Blackburn; A. Iamnitchi","Department of Computer Science & Engineering, University of South Florida, Tampa, USA; Department of Computer Science & Engineering, University of South Florida, Tampa, USA","2013 IEEE International Conference on Communications Workshops (ICC)","31 Oct 2013","2013","","","184","188","As social computing reaches maturity, two research problems crystallize. On one hand, longitudinal studies of social media interactions become necessary for understanding, for example, how information and behavior diffuses through social networks. On the other hand, accurate representation of a person's social sphere requires aggregation of multiple sources of social data, such as online social networks, and interactions from email or instant messaging. This paper presents a platform for the collection, extraction and analysis of dynamic social data from multiple sources for use in observational social network research. Using an implementation of the architecture, we made daily observations of the cheating behavior of over 9 million gamers in a planetary scale online social network, finding new evidence that the spread of unethical behavior follows a contagion process and that a social penalty exists for publicly outed deviant actors.","2164-7038","978-1-4673-5753-1","10.1109/ICCW.2013.6649225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6649225","","Social network services;Data mining;Crawlers;Communities;Data collection;Computer architecture;Monitoring","electronic mail;electronic messaging;social aspects of automation;social networking (online)","longitudinal social data collection architecture;social computing;social media interactions;social networks;social sphere;online social networks;email;instant messaging;gamers;cheating behavior;publicly outed deviant actors","","2","","11","","31 Oct 2013","","","IEEE","IEEE Conferences"
"Periodic-Aware Intelligent Prediction Model for Information Diffusion in Social Networks","X. Zhou; W. Liang; Z. Luo; Y. Pan","Faculty of Data Science, Shiga University, Hikone, Japan; Base of International Science and Technology Innovation and Cooperation on Big Data Technology and Management, Hunan University of Technology and Business, Changsha, China; Base of International Science and Technology Innovation and Cooperation on Big Data Technology and Management, Hunan University of Technology and Business, Changsha, China; Department of Computer Science, Georgia State University, Atlanta, GA, USA","IEEE Transactions on Network Science and Engineering","7 Jul 2021","2021","8","2","894","904","Due to the rapid development of information and communication technologies with several emerging computing paradigms, such as ubiquitous computing, social computing, and mobile computing, modeling of information diffusion becomes an increasingly significant issue in the big data era. In this study, we focus on a periodic-aware intelligent prediction method based on a comprehensive modeling of user and contagion features, which can be applied to support information diffusion across social networks in accordance with users' adoption behaviors. In particular, the Dynamically Socialized User Networking (DSUN) model and sentiment-Latent Dirichlet Allocation (LDA) topic model, which consider a series of social factors, including user interests and social roles, semantic topics and sentiment polarities, are constructed and integrated together to facilitate the information diffusion process. A periodic-aware preception mechanism usingreinforcement learning with a newly designed reward rule based on topic distribution is then designed to detect and classify different periods into the so-called routine period and emergency period. Finally, a deep learning scheme based on multi-factor analysis is developed for adoption behavior prediction within the identified different periods. Experiments using the real-world data demonstrate the effectiveness and usefulness of our proposed model and method in heterogenous social network environments.","2327-4697","","10.1109/TNSE.2021.3064952","National Key Research and Development Program of China(grant numbers:2017YFE0117500,2019YFE0190500,2019GK1010); National Natural Science Foundation of China(grant numbers:62072171); Natural Science Foundation of Hainan Province(grant numbers:2019JJ40150,2018JJ2198); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9373931","Social Network;Deep Learning;Periodic-Aware;Semantic Analysis;Sentiment Analysis;Information Diffusion.","Social networking (online);Predictive models;Integrated circuit modeling;Data models;Analytical models;Solid modeling;Mathematical model","deep learning (artificial intelligence);learning (artificial intelligence);mobile computing;recommender systems;social networking (online)","periodic-aware intelligent prediction model;social networks;information and communication technologies;ubiquitous computing;social computing;mobile computing;Big Data;periodic-aware intelligent prediction method;comprehensive modeling;contagion features;social factors;user interests;social roles;semantic topics;sentiment polarities;information diffusion process;adoption behavior prediction;heterogenous social network environments;periodic-aware preception mechanism;reinforcement learning;deep learning scheme","","29","","33","IEEE","9 Mar 2021","","","IEEE","IEEE Journals"
